Clase	Letra	Correspondencia	Transcripción	Forma	–1200	1201–1250	1251–1300	1301–1350	1351–1400	1401–1450	1451–1500	1501–1550	1551–1600
Word-medial semivowel /j/ starting a diphthong	i	Hirien(do|te)	hiriendo	hiriendo	0	0	2	0	0	0	28	111	269
Word-initial vowel /i/	hi	Hirien(do|te)	hiriente	hiriente	0	0	0	0	0	0	0	1	1
Word-medial semivowel /j/ starting a diphthong	i	Hirien(do|te)	hiriente	hiriente	0	0	0	0	0	0	0	1	1
Word-initial vowel /i/	hi	Hir(io|ieron)	hirieo	hirieo	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirieo	hirieo	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriera	hiriera	0	0	0	0	0	0	6	16	10
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriera	hiriera	0	0	0	0	0	0	6	16	10
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hirieras	hirieras	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hirieras	hirieras	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriere	hiriere	0	0	0	0	0	0	1	40	22
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriere	hiriere	0	0	0	0	0	0	1	40	22
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hirieren	hirieren	0	0	0	0	0	0	0	4	3
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hirieren	hirieren	0	0	0	0	0	0	0	4	3
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hirieres	hirieres	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hirieres	hirieres	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hir(io|ieron)	hirieron	hirieron	0	0	1	0	0	0	19	271	216
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirieron	hirieron	0	0	1	0	0	0	19	271	216
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriese	hiriese	0	0	0	0	0	0	0	12	13
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriese	hiriese	0	0	0	0	0	0	0	12	13
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriesen	hiriesen	0	0	0	0	0	0	1	7	6
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriesen	hiriesen	0	0	0	0	0	0	1	7	6
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hirieses	hirieses	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hirieses	hirieses	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriesse	hiriesse	0	0	0	0	0	0	0	22	24
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriesse	hiriesse	0	0	0	0	0	0	0	22	24
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriessemos	hiriessemos	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriessemos	hiriessemos	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hirie(r|s)(a|e)(mos|n|s)?	hiriessen	hiriessen	0	0	0	0	0	0	2	10	7
Word-medial semivowel /j/ starting a diphthong	i	Hirie(r|s)(a|e)(mos|n|s)?	hiriessen	hiriessen	0	0	0	0	0	0	2	10	7
Word-initial vowel /i/	hi	Hir(io|ieron)	hirio	hirio	0	0	0	0	1	0	44	19	33
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirio	hirio	0	0	0	0	1	0	44	19	33
Word-initial vowel /i/	hi	Hir(io|ieron)	hirien	hirién	0	0	0	0	0	0	0	0	6
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirien	hirién	0	0	0	0	0	0	0	0	6
Word-initial vowel /i/	hi	Hirien(do|te)	hiriendote	hiriéndote	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hirien(do|te)	hiriendote	hiriéndote	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hir(io|ieron)	hirio	hirió	0	0	1	0	0	0	28	299	359
Word-medial semivowel /j/ starting a diphthong	i	Hir(io|ieron)	hirio	hirió	0	0	1	0	0	0	28	299	359
Word-initial vowel /i/	hi	(Hi|i)r(a|e)is	hirais	hiráis	0	0	0	0	0	0	1	0	2
Word-medial semivowel /j/ ending a diphthong	i	(Hi|i)r(a|e)is	hirais	hiráis	0	0	0	0	0	0	1	0	2
Word-initial vowel /i/	hi	Ir(a|e)is	hiras	hirás	0	0	0	0	0	0	0	0	11
Word-initial vowel /i/	hi	Isabel(a)?	hisabel	hisabel	2	0	0	0	0	0	0	0	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hisce	hisce	0	0	0	0	0	0	1	1	2
Word-initial vowel /i/	hi	Hici(mos|ste)	hiscis	hiscis	0	0	0	0	0	0	2	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hiscis	hiscis	0	0	0	0	0	0	2	0	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hisco	hisco	0	0	0	0	0	0	20	0	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hise	hise	0	0	0	0	0	1	0	5	8
Word-initial vowel /i/	hi	Hici(mos|ste)	hisiemos	hisiemos	0	0	0	1	0	0	0	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hisiemos	hisiemos	0	0	0	1	0	0	0	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisiera	hisiera	0	0	0	0	0	0	1	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisiera	hisiera	0	0	0	0	0	0	1	0	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisiere	hisiere	0	0	0	0	0	4	37	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisiere	hisiere	0	0	0	0	0	4	37	0	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisieren	hisieren	0	0	0	0	0	3	12	0	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisieren	hisieren	0	0	0	0	0	3	12	0	0
Word-initial vowel /i/	hi	Hicieron	hisieron	hisieron	0	0	0	0	0	4	17	5	2
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hisieron	hisieron	0	0	0	0	0	4	17	5	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisiese	hisiese	0	0	0	0	0	1	2	6	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisiese	hisiese	0	0	0	0	0	1	2	6	2
Word-initial vowel /i/	hi	Hici(mos|ste)	hisiese	hisiese	0	0	0	0	0	1	2	6	2
Word-medial vowel /i/	i	Hici(mos|ste)	hisiese	hisiese	0	0	0	0	0	1	2	6	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisiesemos	hisiesemos	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisiesemos	hisiesemos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hisiesemos	hisiesemos	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hisiesemos	hisiesemos	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisiesen	hisiesen	0	0	0	1	0	0	5	3	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisiesen	hisiesen	0	0	0	1	0	0	5	3	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hisiesen	hisiesen	0	0	0	1	0	0	5	3	0
Word-medial vowel /i/	i	Hici(mos|ste)	hisiesen	hisiesen	0	0	0	1	0	0	5	3	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisiezen	hisiezen	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hisiezen	hisiezen	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hisiezen	hisiezen	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hisiezen	hisiezen	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hisimos	hisimos	0	0	0	1	0	0	1	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hisimos	hisimos	0	0	0	1	0	0	1	0	1
Word-initial vowel /i/	hi	Hi(ce|zo)	hiso	hiso	0	0	0	0	0	1	114	22	17
Word-initial vowel /i/	hi	Hi(ce|zo)	hisse	hisse	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hicieron	hissieron	hissieron	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hissieron	hissieron	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hi(ce|zo)	hisso	hisso	0	0	0	0	0	0	0	0	9
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisyere	hisyere	0	0	0	0	0	0	2	3	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hisyere	hisyere	0	0	0	0	0	0	2	3	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisyeren	hisyeren	0	0	0	0	0	0	1	1	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hisyeren	hisyeren	0	0	0	0	0	0	1	1	0
Word-initial vowel /i/	hi	Hicieron	hisyeron	hisyeron	0	0	0	0	0	0	6	2	0
Word-medial semivowel /j/ starting a diphthong	y	Hicieron	hisyeron	hisyeron	0	0	0	0	0	0	6	2	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisyese	hisyese	0	0	0	0	0	0	0	3	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hisyese	hisyese	0	0	0	0	0	0	0	3	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hisyese	hisyese	0	0	0	0	0	0	0	3	0
Word-medial vowel /i/	i	Hici(mos|ste)	hisyese	hisyese	0	0	0	0	0	0	0	3	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hisyesen	hisyesen	0	0	0	0	0	0	0	3	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hisyesen	hisyesen	0	0	0	0	0	0	0	3	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hisyesen	hisyesen	0	0	0	0	0	0	0	3	0
Word-medial vowel /i/	i	Hici(mos|ste)	hisyesen	hisyesen	0	0	0	0	0	0	0	3	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hisystes	hisystes	0	0	0	0	0	0	1	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hisystes	hisystes	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hixa	hixa	0	0	0	0	0	0	2	27	16
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hixa	hixa	0	0	0	0	0	0	2	27	16
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hixas	hixas	0	0	0	0	0	0	0	1	2
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hixas	hixas	0	0	0	0	0	0	0	1	2
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hixo	hixo	0	0	1	0	0	0	1	45	30
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hixo	hixo	0	0	1	0	0	0	1	45	30
Word-initial vowel /i/	hi	Hij(o|a)(s)?	hixos	hixos	0	0	0	0	0	0	0	23	18
Word-medial consonant /d͡ʒ/ or /ʃ/	i	Hij(o|a)(s)?	hixos	hixos	0	0	0	0	0	0	0	23	18
Word-initial vowel /i/	hi	Hi(ce|zo)	hizco	hizco	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hi(ce|zo)	hize	hize	0	0	8	0	1	5	161	422	428
Word-initial vowel /i/	hi	Hici(mos|ste)	hizie	hizie	0	0	0	0	0	0	2	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizie	hizie	0	0	0	0	0	0	2	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziece	hiziece	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziece	hiziece	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziece	hiziece	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hiziece	hiziece	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziemos	hiziemos	0	0	0	0	0	0	2	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hiziemos	hiziemos	0	0	0	0	0	0	2	0	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizien	hizien	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizien	hizien	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziera	hiziera	0	0	13	0	0	5	55	300	279
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziera	hiziera	0	0	13	0	0	5	55	300	279
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieramos	hizieramos	0	0	0	0	0	0	1	1	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieramos	hizieramos	0	0	0	0	0	0	1	1	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieran	hizieran	1	0	1	0	0	1	18	81	75
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieran	hizieran	1	0	1	0	0	1	18	81	75
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieras	hizieras	0	0	1	0	0	1	1	17	9
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieras	hizieras	0	0	1	0	0	1	1	17	9
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziere	hiziere	5	0	21	0	1	4	208	802	566
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziere	hiziere	5	0	21	0	1	4	208	802	566
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieremos	hizieremos	0	0	0	0	0	0	11	1	5
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieremos	hizieremos	0	0	0	0	0	0	11	1	5
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieren	hizieren	0	0	4	0	4	4	147	468	236
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieren	hizieren	0	0	4	0	4	4	147	468	236
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieres	hizieres	0	0	0	0	0	2	8	64	56
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieres	hizieres	0	0	0	0	0	2	8	64	56
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hiziereys	hiziereys	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hiziereys	hiziereys	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ ending a diphthong	y	Hicie(r|s)(a|e)is	hiziereys	hiziereys	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicieron	hizieron	hizieron	29	0	14	0	1	19	738	2021	1780
Word-medial semivowel /j/ starting a diphthong	i	Hicieron	hizieron	hizieron	29	0	14	0	1	19	738	2021	1780
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziescn	hiziescn	0	0	0	0	0	0	0	0	1
Word-medial vowel /i/	i	Hici(mos|ste)	hiziescn	hiziescn	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziese	hiziese	20	0	2	0	3	4	205	331	122
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziese	hiziese	20	0	2	0	3	4	205	331	122
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziese	hiziese	20	0	2	0	3	4	205	331	122
Word-medial vowel /i/	i	Hici(mos|ste)	hiziese	hiziese	20	0	2	0	3	4	205	331	122
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziesemos	hiziesemos	0	0	0	0	0	0	2	1	0
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziesemos	hiziesemos	0	0	0	0	0	0	2	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziesemos	hiziesemos	0	0	0	0	0	0	2	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hiziesemos	hiziesemos	0	0	0	0	0	0	2	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziesen	hiziesen	2	0	2	0	1	5	85	108	68
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziesen	hiziesen	2	0	2	0	1	5	85	108	68
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziesen	hiziesen	2	0	2	0	1	5	85	108	68
Word-medial vowel /i/	i	Hici(mos|ste)	hiziesen	hiziesen	2	0	2	0	1	5	85	108	68
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieses	hizieses	0	0	0	0	1	0	0	4	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieses	hizieses	0	0	0	0	1	0	0	4	1
Word-initial vowel /i/	hi	Hici(mos|ste)	hizieses	hizieses	0	0	0	0	1	0	0	4	1
Word-medial vowel /i/	i	Hici(mos|ste)	hizieses	hizieses	0	0	0	0	1	0	0	4	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziesse	hiziesse	0	0	8	0	0	0	122	817	845
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziesse	hiziesse	0	0	8	0	0	0	122	817	845
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziesse	hiziesse	0	0	8	0	0	0	122	817	845
Word-medial vowel /i/	i	Hici(mos|ste)	hiziesse	hiziesse	0	0	8	0	0	0	122	817	845
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)is	hiziesseis	hiziesseis	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)is	hiziesseis	hiziesseis	0	0	0	0	0	0	0	0	1
Word-medial semivowel /j/ ending a diphthong	i	Hicie(r|s)(a|e)is	hiziesseis	hiziesseis	0	0	0	0	0	0	0	0	1
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziessemos	hiziessemos	0	0	0	0	0	0	0	0	2
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziessemos	hiziessemos	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziessemos	hiziessemos	0	0	0	0	0	0	0	0	2
Word-medial vowel /i/	i	Hici(mos|ste)	hiziessemos	hiziessemos	0	0	0	0	0	0	0	0	2
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziessen	hiziessen	0	0	6	0	0	1	49	309	374
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziessen	hiziessen	0	0	6	0	0	1	49	309	374
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziessen	hiziessen	0	0	6	0	0	1	49	309	374
Word-medial vowel /i/	i	Hici(mos|ste)	hiziessen	hiziessen	0	0	6	0	0	1	49	309	374
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziesses	hiziesses	0	0	0	0	0	1	2	17	17
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziesses	hiziesses	0	0	0	0	0	1	2	17	17
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziesses	hiziesses	0	0	0	0	0	1	2	17	17
Word-medial vowel /i/	i	Hici(mos|ste)	hiziesses	hiziesses	0	0	0	0	0	1	2	17	17
Word-initial vowel /i/	hi	Hici(mos|ste)	hizieste	hizieste	0	0	0	0	0	0	1	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizieste	hizieste	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizimos	hizimos	0	0	0	0	0	0	15	22	29
Word-medial vowel /i/	i	Hici(mos|ste)	hizimos	hizimos	0	0	0	0	0	0	15	22	29
Word-initial vowel /i/	hi	Hici(mos|ste)	hizio	hizio	0	0	0	0	0	0	2	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizio	hizio	0	0	0	0	0	0	2	0	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizisen	hizisen	0	0	0	0	0	0	0	1	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizisen	hizisen	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziste	hiziste	0	0	0	0	0	0	10	14	37
Word-medial vowel /i/	i	Hici(mos|ste)	hiziste	hiziste	0	0	0	0	0	0	10	14	37
Word-initial vowel /i/	hi	Hicisteis	hizisteis	hizisteis	0	0	0	0	0	0	1	1	0
Word-medial vowel /i/	iz	Hicisteis	hizisteis	hizisteis	0	0	0	0	0	0	1	1	0
Word-medial vowel /i/	i	Hicisteis	hizisteis	hizisteis	0	0	0	0	0	0	1	1	0
Word-medial semivowel /j/ ending a diphthong	i	Hicisteis	hizisteis	hizisteis	0	0	0	0	0	0	1	1	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizistes	hizistes	1	0	0	0	0	0	4	9	24
Word-medial vowel /i/	i	Hici(mos|ste)	hizistes	hizistes	1	0	0	0	0	0	4	9	24
Word-initial vowel /i/	hi	Hici(mos|ste)	hizicen	hiziçen	0	0	0	0	0	0	1	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizicen	hiziçen	0	0	0	0	0	0	1	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieramos	hiziéramos	0	0	0	0	0	0	0	3	7
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieramos	hiziéramos	0	0	0	0	0	0	0	3	7
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizieremos	hiziéremos	0	0	1	0	0	0	0	5	12
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hizieremos	hiziéremos	0	0	1	0	0	0	0	5	12
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziesemos	hiziésemos	0	0	0	0	0	0	0	6	5
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziesemos	hiziésemos	0	0	0	0	0	0	0	6	5
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziesemos	hiziésemos	0	0	0	0	0	0	0	6	5
Word-medial vowel /i/	i	Hici(mos|ste)	hiziesemos	hiziésemos	0	0	0	0	0	0	0	6	5
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hiziessemos	hiziéssemos	0	0	1	0	0	0	0	19	10
Word-medial semivowel /j/ starting a diphthong	i	Hicie(r|s)(a|e)(mos|n|s)?	hiziessemos	hiziéssemos	0	0	1	0	0	0	0	19	10
Word-initial vowel /i/	hi	Hici(mos|ste)	hiziessemos	hiziéssemos	0	0	1	0	0	0	0	19	10
Word-medial vowel /i/	i	Hici(mos|ste)	hiziessemos	hiziéssemos	0	0	1	0	0	0	0	19	10
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizjera	hizjera	0	0	0	0	0	3	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hicie(r|s)(a|e)(mos|n|s)?	hizjera	hizjera	0	0	0	0	0	3	0	0	0
Word-initial vowel /i/	hi	Hicieron	hizjeron	hizjeron	0	0	0	0	0	1	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hicieron	hizjeron	hizjeron	0	0	0	0	0	1	0	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizjese	hizjese	0	0	0	0	0	2	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hicie(r|s)(a|e)(mos|n|s)?	hizjese	hizjese	0	0	0	0	0	2	0	0	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizjese	hizjese	0	0	0	0	0	2	0	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizjese	hizjese	0	0	0	0	0	2	0	0	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizjesen	hizjesen	0	0	0	0	0	1	0	0	0
Word-medial semivowel /j/ starting a diphthong	j	Hicie(r|s)(a|e)(mos|n|s)?	hizjesen	hizjesen	0	0	0	0	0	1	0	0	0
Word-initial vowel /i/	hi	Hici(mos|ste)	hizjesen	hizjesen	0	0	0	0	0	1	0	0	0
Word-medial vowel /i/	i	Hici(mos|ste)	hizjesen	hizjesen	0	0	0	0	0	1	0	0	0
Word-initial vowel /i/	hi	Hi(ce|zo)	hizo	hizo	21	2	86	4	1	169	2812	12557	17843
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizyera	hizyera	0	0	0	0	0	0	0	1	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hizyera	hizyera	0	0	0	0	0	0	0	1	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizyere	hizyere	0	0	0	0	0	0	0	2	0
Word-medial semivowel /j/ starting a diphthong	y	Hicie(r|s)(a|e)(mos|n|s)?	hizyere	hizyere	0	0	0	0	0	0	0	2	0
Word-initial vowel /i/	hi	Hicie(r|s)(a|e)(mos|n|s)?	hizyeremos	hizyeremos	0	0	0	0	0	0	0	1	0
